step,phase,loss,momentum,divergence,ic
87,adam,0.08451398878353401,0.08096785762830268,0.00354613115523134,0.0
88,adam,0.07824783584268664,0.07525329861176039,0.002994537230926254,0.0
89,adam,0.08345035969486818,0.08013619161741023,0.0033141680774579525,0.0
90,adam,0.08649487572613797,0.08289773923159699,0.003597136494540977,0.0
91,adam,0.0762993519930374,0.07217712879022142,0.0041222232028159805,0.0
92,adam,0.08204828808725033,0.07821559112106269,0.003832696966187642,0.0
93,adam,0.07979070131188754,0.07593794968417998,0.0038527516277075593,0.0
94,adam,0.07444798720290105,0.0702341097367394,0.004213877466161652,0.0
95,adam,0.08173167633358955,0.07739574455962617,0.004335931773963387,0.0
96,adam,0.08125869463825185,0.07757950580326946,0.0036791888349823835,0.0
97,adam,0.0702497155444345,0.06612060092158316,0.0041291146228513475,0.0
98,adam,0.07211723105940848,0.06769847141164369,0.0044187596477647945,0.0
99,adam,0.07315675374997659,0.06880348629960757,0.004353267450369012,0.0
100,adam,0.06772707471404565,0.06311434363792685,0.0046127310761188076,0.0
101,adam,0.07014481403187536,0.06491157803824682,0.0052332359936285485,0.0
102,adam,0.06610955455222016,0.061237204178324595,0.004872350373895561,0.0
103,adam,0.06793560990442174,0.06351325403933467,0.004422355865087081,0.0
104,adam,0.0674446005692675,0.06301941617957807,0.004425184389689427,0.0
105,adam,0.06839549292043066,0.06368725750961425,0.004708235410816417,0.0
106,adam,0.06687825624238981,0.06151802742392275,0.005360228818467067,0.0
107,adam,0.06563448298951469,0.061512051952460886,0.0041224310370538055,0.0
108,adam,0.06405171158364872,0.05846531980651311,0.005586391777135616,0.0
109,adam,0.06268284494291256,0.05764735818755741,0.005035486755355142,0.0
110,adam,0.05806048592180324,0.05272123584140401,0.005339250080399234,0.0
111,adam,0.05788266310569194,0.05296235053990937,0.0049203125657825714,0.0
112,adam,0.0562551461656419,0.05161322771884363,0.004641918446798274,0.0
113,adam,0.056389202793281475,0.05142926030193323,0.004959942491348242,0.0
114,adam,0.05256687215709614,0.04887664329720805,0.0036902288598880976,0.0
115,adam,0.05244512946387621,0.04756345705939173,0.004881672404484477,0.0
116,adam,0.04977952079171962,0.0441514450222799,0.0056280757694397235,0.0
117,adam,0.05373712373230494,0.04844405083269854,0.0052930728996063965,0.0
118,adam,0.05148394587263301,0.046731461130012086,0.004752484742620921,0.0
119,adam,0.052015701920560105,0.04649826577567927,0.0055174361448808345,0.0
120,adam,0.04775208789618517,0.04203243051817826,0.0057196573780069135,0.0
121,adam,0.04529251426092051,0.038735320956793357,0.00655719330412716,0.0
122,adam,0.04573844200972674,0.040794372113853436,0.0049440698958733,0.0
123,adam,0.04221152123017909,0.036524315974701724,0.005687205255477368,0.0
124,adam,0.04341560398306061,0.0377301826532576,0.005685421329803008,0.0
125,adam,0.042776375904933286,0.03720899174607407,0.005567384158859221,0.0
126,adam,0.04179519632614175,0.03611273703419658,0.00568245929194517,0.0
127,adam,0.04212729232721435,0.03683874666396739,0.0052885456632469595,0.0
128,adam,0.039215228326071085,0.033685483078090196,0.0055297452479808875,0.0
129,adam,0.03914594438397133,0.03325153813011606,0.005894406253855269,0.0
130,adam,0.038288105054699956,0.032763394374688164,0.005524710680011794,0.0
131,adam,0.03520399609893982,0.029472908174784443,0.005731087924155378,0.0
132,adam,0.03664841756470547,0.03085093599824696,0.005797481566458511,0.0
133,adam,0.03409825639143956,0.028835816853789397,0.005262439537650163,0.0
134,adam,0.03421144079354166,0.029112580145843378,0.005098860647698278,0.0
135,adam,0.03446633207952207,0.02911374131373936,0.005352590765782711,0.0
136,adam,0.03181590160992155,0.026771924264572002,0.005043977345349547,0.0
137,adam,0.03270780791713811,0.027064719972035228,0.005643087945102876,0.0
138,adam,0.03042827175185769,0.025159340109810607,0.005268931642047083,0.0
139,adam,0.02793092750200885,0.021704289720237094,0.006226637781771755,0.0
140,adam,0.02848390094184613,0.02277252191662507,0.005711379025221056,0.0
141,adam,0.027449743068592228,0.022075419918506076,0.005374323150086154,0.0
142,adam,0.025243569209147842,0.019206303964942086,0.006037265244205757,0.0
143,adam,0.025045263460749763,0.019416085201861853,0.005629178258887911,0.0
144,adam,0.02471821735903092,0.018514108303576575,0.006204109055454344,0.0
145,adam,0.025237063220046596,0.02003923152097661,0.005197831699069985,0.0
146,adam,0.02295247400063557,0.017969957355101186,0.0049825166455343805,0.0
147,adam,0.02234840681389348,0.016861930514377323,0.005486476299516161,0.0
148,adam,0.021426201527661823,0.01659417149781575,0.004832030029846075,0.0
149,adam,0.02233270125649754,0.01638054390224527,0.0059521573542522695,0.0
150,adam,0.020065701480301686,0.015515407008643126,0.004550294471658561,0.0
151,adam,0.019696016447574106,0.015410804421028148,0.004285212026545957,0.0
152,adam,0.0191641848274593,0.014687928370333338,0.004476256457125963,0.0
153,adam,0.019057445832911704,0.014495917210115608,0.004561528622796096,0.0
154,adam,0.018746442146153973,0.013595677427318587,0.005150764718835387,0.0
155,adam,0.016962362258525703,0.012455316723274303,0.004507045535251398,0.0
156,adam,0.01689948302305733,0.012792221653318432,0.004107261369738899,0.0
157,adam,0.01585754512896646,0.011752452185717355,0.004105092943249104,0.0
158,adam,0.015295554081759671,0.010802754067480175,0.004492800014279496,0.0
159,adam,0.014747183403570173,0.010699974931836938,0.004047208471733234,0.0
160,adam,0.014981434262385513,0.011312937113945612,0.0036684971484399007,0.0
161,adam,0.014222324980979313,0.010109488923692431,0.004112836057286881,0.0
162,adam,0.013927664117790537,0.009283656669064003,0.004644007448726534,0.0
163,adam,0.012991284114006556,0.009531795780069127,0.00345948833393743,0.0
164,adam,0.01436790914365732,0.010025216857698444,0.004342692285958878,0.0
165,adam,0.013039433675248869,0.009494367538876143,0.0035450661363727247,0.0
166,adam,0.013419844724358969,0.009229761267817287,0.004190083456541683,0.0
167,adam,0.011469599311379454,0.008189658377632362,0.003279940933747092,0.0
168,adam,0.01237796985681692,0.008948394821101251,0.0034295750357156694,0.0
169,adam,0.011305822506767847,0.007910805582749186,0.0033950169240186605,0.0
170,adam,0.011536397762528683,0.008368354756518384,0.003168043006010298,0.0
171,adam,0.011215676834504314,0.007882368976221077,0.003333307858283236,0.0
172,adam,0.010977522943252013,0.007898127666470602,0.0030793952767814107,0.0
173,adam,0.010750693481550787,0.007985931640076603,0.0027647618414741856,0.0
174,adam,0.010654246863751795,0.007262525400145703,0.0033917214636060913,0.0
175,adam,0.010641645788214126,0.007824469023962388,0.002817176764251738,0.0
176,adam,0.010548987225171995,0.007805046880166741,0.0027439403450052534,0.0
177,adam,0.009821034961058166,0.00728533303188398,0.0025357019291741864,0.0
178,adam,0.010145074226262098,0.007208603140764936,0.002936471085497162,0.0
179,adam,0.009901546517366522,0.007017495821391137,0.002884050695975384,0.0
180,adam,0.009507091604161463,0.006546946031373424,0.002960145572788038,0.0
181,adam,0.009235021426966077,0.006865354547306944,0.0023696668796591323,0.0
182,adam,0.008570323832726972,0.006202599646781989,0.0023677241859449832,0.0
183,adam,0.008168116074041588,0.005723224648940581,0.0024448914251010067,0.0
184,adam,0.008151923281488196,0.005672063938896942,0.0024798593425912536,0.0
185,adam,0.008156354937597905,0.005616996927155316,0.0025393580104425893,0.0
186,adam,0.008353269082899668,0.0059329208198859625,0.0024203482630137056,0.0
187,adam,0.007906405708595446,0.005686948418195009,0.002219457290400438,0.0
188,adam,0.007722001904993243,0.005789933419736884,0.0019320684852563593,0.0
189,adam,0.007909527783628032,0.005489837524045946,0.0024196902595820854,0.0
190,adam,0.007041181442226308,0.005283804794174228,0.00175737664805208,0.0
191,adam,0.00771415558113885,0.0058183204799963605,0.0018958351011424896,0.0
192,adam,0.007195580923153287,0.005315462157831479,0.0018801187653218088,0.0
193,adam,0.007387729850818127,0.0054389293642547135,0.0019488004865634134,0.0
194,adam,0.0074594457964327334,0.005494595184993073,0.001964850611439661,0.0
195,adam,0.006853920299355795,0.0050373683959213855,0.0018165519034344091,0.0
196,adam,0.006650788643473212,0.004944359745024027,0.0017064288984491856,0.0
197,adam,0.007028599501448234,0.005363638870848698,0.0016649606305995349,0.0
198,adam,0.006723559546422923,0.00497934456622945,0.0017442149801934737,0.0
199,adam,0.006455862573621294,0.0046262089798393725,0.001829653593781922,0.0
200,adam,0.007150406758622545,0.005173702656861529,0.001976704101761015,0.0
201,adam,0.006277494229635269,0.0047232372467624975,0.0015542569828727714,0.0
202,adam,0.006037016913690713,0.004542661562700484,0.0014943553509902284,0.0
203,adam,0.005882013471877853,0.004568418183209679,0.0013135952886681739,0.0
204,adam,0.005919374757712122,0.004479479278320425,0.0014398954793916978,0.0
205,adam,0.0060450288147340485,0.004621526399971899,0.0014235024147621492,0.0
206,adam,0.006086230725017652,0.004684782428116431,0.0014014482969012202,0.0
207,adam,0.006114747608015026,0.004533672133987343,0.0015810754740276834,0.0
208,adam,0.005937260796722367,0.004554953695389723,0.0013823071013326438,0.0
209,adam,0.005890907261147974,0.004602133844698525,0.001288773416449449,0.0
210,adam,0.0058286829447287076,0.004556035049650702,0.0012726478950780059,0.0
211,adam,0.005358181596985168,0.004206591304443546,0.0011515902925416225,0.0
212,adam,0.005583049797186921,0.004353898946861179,0.0012291508503257421,0.0
213,adam,0.005638143092034593,0.004382905791324425,0.001255237300710168,0.0
214,adam,0.0052882072531272905,0.004268155661362367,0.0010200515917649236,0.0
215,adam,0.005313259775464077,0.004145610060099031,0.0011676497153650467,0.0
216,adam,0.005012498660845192,0.004121120374941877,0.0008913782859033147,0.0
217,adam,0.005074585071570356,0.004065657181960848,0.0010089278896095082,0.0
218,adam,0.005210929569982656,0.004209334895372459,0.0010015946746101973,0.0
219,adam,0.0049252183807068535,0.003919520154221566,0.0010056982264852873,0.0
220,adam,0.005123577555625924,0.004099340015837108,0.0010242375397888168,0.0
221,adam,0.005137830555565228,0.00407412812034845,0.0010637024352167781,0.0
222,adam,0.0044970448895709425,0.0036504685035065173,0.0008465763860644251,0.0
223,adam,0.004596204196438235,0.003557200753816053,0.001039003442622182,0.0
224,adam,0.004872042985631082,0.003920395253685299,0.000951647731945783,0.0
225,adam,0.004766346117686351,0.0038810466531831555,0.0008852994645031961,0.0
226,adam,0.0045365654398754115,0.003694194222762325,0.0008423712171130864,0.0
227,adam,0.004713002840992609,0.003866373089704703,0.000846629751287906,0.0
228,adam,0.00416212920316771,0.003455091221960279,0.0007070379812074304,0.0
229,adam,0.004397669452024501,0.0036143687017437393,0.0007833007502807614,0.0
230,adam,0.004217486247483838,0.0034616628661930954,0.0007558233812907421,0.0
231,adam,0.004399974865614238,0.0036066632055812196,0.0007933116600330186,0.0
232,adam,0.004231615080896948,0.0033887994867660342,0.0008428155941309142,0.0
233,adam,0.004174417136024145,0.0034758240636719364,0.0006985930723522087,0.0
234,adam,0.004340415883853639,0.0034138359169285444,0.0009265799669250945,0.0
235,adam,0.004073336250947671,0.0033285077216208977,0.0007448285293267737,0.0
236,adam,0.003906252712314272,0.0033365485865148956,0.0005697041257993759,0.0
237,adam,0.004130260307388811,0.003333802983804749,0.0007964573235840619,0.0
238,adam,0.004043125375466014,0.003424777511960941,0.0006183478635050726,0.0
239,adam,0.003992518128765569,0.0033042730385227257,0.0006882450902428432,0.0
240,adam,0.003827476258575874,0.003124981639970039,0.0007024946186058349,0.0
241,adam,0.004327782993854623,0.0035679882219436685,0.000759794771910955,0.0
242,adam,0.004039591062873481,0.003401689098675041,0.0006379019641984399,0.0
243,adam,0.003880310426914925,0.003177958577527262,0.0007023518493876629,0.0
244,adam,0.004028912530804646,0.0032842737863274627,0.0007446387444771834,0.0
245,adam,0.003498632102156011,0.0028782444096962265,0.0006203876924597844,0.0
246,adam,0.0037172218601825013,0.0030554307018342973,0.000661791158348204,0.0
247,adam,0.003984581790707471,0.0033417669660339893,0.0006428148246734812,0.0
248,adam,0.0036657936812680343,0.002974836281248928,0.0006909574000191062,0.0
249,adam,0.003846142426955631,0.0031753190667029893,0.0006708233602526418,0.0
250,adam,0.0035588818202100785,0.0030076655141664426,0.0005512163060436362,0.0
251,adam,0.003779877179770369,0.00316070006248461,0.0006191771172857586,0.0
252,adam,0.003754095729468588,0.003188789259360615,0.0005653064701079726,0.0
253,adam,0.0033612701762151123,0.0028533686133968986,0.0005079015628182139,0.0
254,adam,0.003456614221720604,0.002949850921935836,0.0005067632997847683,0.0
255,adam,0.0034042165091107404,0.002823831507549502,0.0005803850015612384,0.0
256,adam,0.0032692297935040717,0.002666236403412829,0.0006029933900912427,0.0
257,adam,0.003270259333491341,0.0026071906359982295,0.0006630686974931116,0.0
258,adam,0.0033790925312404503,0.002882449586631034,0.000496642944609416,0.0
259,adam,0.0032128030246581837,0.0027341109775020547,0.0004786920471561292,0.0
260,adam,0.003290474875859805,0.0027829790709846198,0.0005074958048751852,0.0
261,adam,0.0031450333518397073,0.0026348235584361442,0.0005102097934035631,0.0
262,adam,0.0032696751473492995,0.002764935012439515,0.0005047401349097842,0.0
263,adam,0.0032103321874033626,0.0026802219293010736,0.0005301102581022889,0.0
264,adam,0.0032817780912575353,0.0028416050605690776,0.0004401730306884577,0.0
265,adam,0.003284308610039239,0.002857200016332599,0.00042710859370663967,0.0
266,adam,0.0033158220301959494,0.002832874213259763,0.00048294781693618624,0.0
267,adam,0.0032637080428976253,0.0028028998121164108,0.0004608082307812145,0.0
268,adam,0.00301648360271342,0.0025569499814630386,0.00045953362125038114,0.0
269,adam,0.003064370154704952,0.0026240066644616037,0.000440363490243348,0.0
270,adam,0.0031300905704093576,0.0026732279171014415,0.0004568626533079163,0.0
271,adam,0.003202882958869567,0.00274875088216686,0.0004541320767027069,0.0
272,adam,0.0029679756134285413,0.002481311248152509,0.0004866643652760324,0.0
273,adam,0.0029967333235884,0.0025599517103316654,0.00043678161325673464,0.0
274,adam,0.0030807666382008008,0.0026561881120909566,0.00042457852610984406,0.0
275,adam,0.0028565394037432866,0.00247849008201677,0.0003780493217265166,0.0
276,adam,0.0030653761958923677,0.0026306467586953673,0.00043472943719700057,0.0
277,adam,0.0029476296722194327,0.0025303960403543937,0.00041723363186503884,0.0
278,adam,0.0029008069421819094,0.0024749434154945653,0.00042586352668734436,0.0
279,adam,0.0028853823190430326,0.002502278404341582,0.00038310391470145063,0.0
280,adam,0.002888357548257469,0.002473365998818869,0.00041499154943859984,0.0
281,adam,0.002689097312643178,0.002322045479386625,0.0003670518332565531,0.0
282,adam,0.0028949029661641573,0.0025012051389094094,0.0003936978272547478,0.0
283,adam,0.0027828496597909636,0.0024100105809567356,0.0003728390788342279,0.0
284,adam,0.0027772460939624174,0.0023909231782788076,0.0003863229156836096,0.0
285,adam,0.0026720148340386913,0.002326587078096667,0.0003454277559420243,0.0
286,adam,0.0029642486910865834,0.0025994632553375608,0.0003647854357490228,0.0
287,adam,0.002684700761180476,0.0022774950089691215,0.00040720575221135446,0.0
288,adam,0.002581943215529051,0.0022011213379133916,0.00038082187761565923,0.0
289,adam,0.002464298120332695,0.002103645484257335,0.00036065263607535974,0.0
290,adam,0.0024758266006860204,0.002156688998330222,0.00031913760235579875,0.0
291,adam,0.002701589223249205,0.0023832000592523056,0.0003183891639968994,0.0
292,adam,0.002633887945088829,0.002245122411352457,0.0003887655337363722,0.0
293,adam,0.002677773015577528,0.0023157138099918753,0.00036205920558565275,0.0
294,adam,0.002588245951094889,0.002240034127030657,0.0003482118240642318,0.0
295,adam,0.0024132449633285993,0.00208656037301704,0.00032668459031155945,0.0
296,adam,0.00253311121567912,0.0022184179189363652,0.00031469329674275483,0.0
297,adam,0.0025026700637535066,0.0021900065528412806,0.000312663510912226,0.0
298,adam,0.00229579074877401,0.001979572493346598,0.000316218255427412,0.0
299,adam,0.002573013819721429,0.0022819150421212147,0.0002910987776002142,0.0
300,adam,0.0024603951601875444,0.0021625611258601638,0.0002978340343273807,0.0
301,adam,0.0024124371619649162,0.0021172939702615726,0.00029514319170334346,0.0
302,adam,0.0025247742376534694,0.002196394861869309,0.00032837937578416025,0.0
303,adam,0.0026325668573947197,0.0023671207006828107,0.00026544615671190893,0.0
304,adam,0.0024322468546860536,0.002142765794942846,0.00028948105974320785,0.0
305,adam,0.002251077529997484,0.0019143932198271174,0.0003366843101703667,0.0
306,adam,0.002333101590074424,0.0020218340028275487,0.00031126758724687553,0.0
307,adam,0.0022673773113964877,0.001968211609499176,0.00029916570189731165,0.0
308,adam,0.0024019045612846753,0.002107596615477115,0.00029430794580756047,0.0
309,adam,0.002489544432430271,0.0022101653341389015,0.0002793790982913695,0.0
310,adam,0.0022330197564431544,0.001917639701477283,0.00031538005496587146,0.0
311,adam,0.002377242963698653,0.0020849933752457085,0.00029224958845294464,0.0
312,adam,0.0023384027629232786,0.0020833497261654567,0.00025505303675782176,0.0
313,adam,0.0023309035116269644,0.0020666629966338747,0.0002642405149930895,0.0
314,adam,0.00217347614487663,0.0019000580254372624,0.0002734181194393676,0.0
315,adam,0.0024223426712893974,0.002165171520691094,0.00025717115059830325,0.0
316,adam,0.00220505213984915,0.001924851281105798,0.0002802008587433519,0.0
317,adam,0.0021054546964872087,0.0018305457785829044,0.00027490891790430414,0.0
318,adam,0.0020315956611685784,0.001789454743837865,0.00024214091733071352,0.0
319,adam,0.002291904894211717,0.0020087426651576716,0.00028316222905404526,0.0
320,adam,0.002352447050156949,0.00211494618574456,0.00023750086441238903,0.0
321,adam,0.002242799870924482,0.0019459283076740123,0.00029687156325046985,0.0
322,adam,0.002233204187793402,0.0019577412051951727,0.0002754629825982291,0.0
323,adam,0.0021314662656181536,0.0018730754322561338,0.00025839083336202007,0.0
324,adam,0.0021092614739052227,0.0018774785256830315,0.00023178294822219096,0.0
325,adam,0.0019213646942786646,0.0016683634645050164,0.0002530012297736481,0.0
326,adam,0.0020845115572906262,0.0017984036464062385,0.0002861079108843879,0.0
327,adam,0.0019965744511232617,0.0017809667843526895,0.00021560766677057217,0.0
328,adam,0.0020859775467216186,0.0018328665800034457,0.000253110966718173,0.0
329,adam,0.0019932460331598244,0.00177860468161072,0.00021464135154910472,0.0
330,adam,0.002111917799264738,0.0018898913623278265,0.00022202643693691165,0.0
331,adam,0.0020108551609199212,0.0017928312508417813,0.0002180239100781401,0.0
332,adam,0.0022138075516551317,0.0019206038250597693,0.0002932037265953622,0.0
333,adam,0.0019564103203782938,0.0017283339768617394,0.0002280763435165544,0.0
334,adam,0.001899677971737807,0.001666186484007687,0.00023349148773012,0.0
335,adam,0.001993635062890223,0.0017645451445008455,0.00022908991838937779,0.0
336,adam,0.001968773251680854,0.0017459070910353734,0.00022286616064548097,0.0
337,adam,0.001881043051380434,0.0016457258790606479,0.00023531717231978623,0.0
338,adam,0.0020142582627361667,0.0017957602688357577,0.00021849799390040903,0.0
339,adam,0.002008442053665701,0.00176463708556121,0.0002438049681044908,0.0
340,adam,0.0020083834112356222,0.0017807873672547386,0.00022759604398088355,0.0
341,adam,0.0019995578144758677,0.0017449003847191831,0.0002546574297566846,0.0
342,adam,0.00192885586420808,0.0017300066205385447,0.0001988492436695353,0.0
343,adam,0.002104573807864883,0.0018801972199166005,0.00022437658794828233,0.0
344,adam,0.0020881115879994258,0.0018652670930854437,0.0002228444949139819,0.0
345,adam,0.0019095020866615668,0.0016681644267571587,0.0002413376599044082,0.0
346,adam,0.0019115424668384533,0.0016961825265380019,0.00021535994030045142,0.0
347,adam,0.0020075253119023855,0.0017680480535012708,0.00023947725840111467,0.0
348,adam,0.0018615690348715538,0.001656565134002002,0.00020500390086955172,0.0
349,adam,0.001929855429875079,0.0017149004556963983,0.00021495497417868076,0.0
350,adam,0.0019948803241970014,0.0017664294043822637,0.00022845091981473756,0.0
351,adam,0.0017721843452963356,0.0015869794435912333,0.00018520490170510233,0.0
352,adam,0.0017908764802535247,0.0015793120668019076,0.00021156441345161704,0.0
353,adam,0.0017572495975883087,0.0015660746334847748,0.00019117496410353397,0.0
354,adam,0.0017753774348060077,0.0015794182144946286,0.00019595922031137914,0.0
355,adam,0.0018689016569493609,0.0016671255667303527,0.00020177609021900802,0.0
356,adam,0.001786408567685504,0.001597548288452372,0.00018886027923313187,0.0
357,adam,0.001759625777925681,0.0015887505899565054,0.00017087518796917556,0.0
358,adam,0.001770486936802527,0.0015683723969774801,0.00020211453982504676,0.0
359,adam,0.0017790810344849974,0.0015718790834032034,0.00020720195108179395,0.0
360,adam,0.001686665093637919,0.0014785801087419453,0.00020808498489597362,0.0
361,adam,0.0016877288623497067,0.001509235485699438,0.0001784933766502687,0.0
362,adam,0.0015726615943655814,0.0013922965052962158,0.00018036508906936566,0.0
363,adam,0.001546970759727781,0.0013667887903165902,0.00018018196941119093,0.0
364,adam,0.001786682459839492,0.001567070262642249,0.00021961219719724312,0.0
365,adam,0.0016919372263586381,0.0015032130862557974,0.00018872414010284066,0.0
366,adam,0.0016235639880716557,0.0014295951186539362,0.00019396886941771952,0.0
367,adam,0.001699793288885302,0.0015020591081220068,0.00019773418076329515,0.0
368,adam,0.0016980217973223293,0.0015233672834624088,0.0001746545138599206,0.0
369,adam,0.0017157456095618084,0.0015292801975580364,0.00018646541200377197,0.0
370,adam,0.001642634741847354,0.0014512431733552519,0.0001913915684921021,0.0
371,adam,0.0016530191582705732,0.0014655908477012103,0.00018742831056936293,0.0
372,adam,0.0016207541908746053,0.001424322628219796,0.00019643156265480922,0.0
373,adam,0.001601546690695199,0.0014066680503251982,0.00019487864037000084,0.0
374,adam,0.0015860931505015468,0.0014063116555742806,0.00017978149492726614,0.0
